***2017

Idaho,5649,0,5649,1246,605,984,549,479,183,1604,1428
Montana,6118,--    ,6118,1329,653,856,433,687,191,1970,940
Utah,5900,0,5900,1267,888,838,456,383,215,1852,2458
Wyoming,9831,--    ,9831,1990,923,1078,1610,1015,287,2928,514
,,,,,,,,,,,
Far West [2],7503,72,7432,1641,656,1175,694,378,310,2577,48131
California,7774,96,7678,1724,650,1238,712,341,333,2682,35828
Nevada,6141,1,6140,1353,436,673,440,640,322,2275,2432
Oregon,6567,--    ,6567,1355,756,1053,523,462,252,2166,3613
Washington,7024,1,7023,1445,723,1080,789,442,206,2337,6257
,,,,,,,,,,,
Alaska,13188,--    ,13188,2593,819,2072,443,1802,309,5148,667
Hawaii,7217,--    ,7217,1337,681,1114,646,361,207,2871,1293

***2004

United States ,6518,16,6502,1543,590,1147,550,400,239,2032,292805
,,,,,,,,,,,
New England,7187,15,7172,1691,478,1495,343,452,220,2492,14207
Connecticut,7181,--    ,7181,1884,525,1193,502,366,231,2480,3496
Maine,7056,3,7053,1580,500,1757,441,529,158,2089,1314
Massachusetts,7523,29,7495,1613,417,1607,301,503,231,2823,6412
New Hampshire,5761,--    ,5761,1596,475,1175,138,407,185,1786,1290
Rhode Island,7119,25,7095,1680,460,1788,299,334,264,2270,1075
Vermont,7095,1,7094,1863,837,1638,179,537,185,1855,620
,,,,,,,,,,,
Mideast,7772,17,7755,1931,510,1621,530,388,295,2479,47162
Delaware,7453,1,7452,1623,836,1228,419,599,243,2502,831
District of Columbia,11752,--    ,11752,2175,179,2969,1094,126,742,4468,568
Maryland,6126,--    ,6126,1475,664,1011,313,350,258,2056,5547
New Jersey,7295,--    ,7295,2261,508,1153,360,367,310,2335,8635
New York,9203,32,9171,2138,461,2113,726,428,358,2945,19172
Pennsylvania,6468,14,6453,1596,511,1422,424,354,188,1958,12411
,,,,,,,,,,,
Great Lakes,6439,1,6438,1620,648,1068,526,389,230,1957,45844
Illinois,6440,0,6440,1542,575,916,429,397,276,2306,12590
Indiana,5720,--    ,5720,1430,640,921,533,372,149,1675,6233
Michigan,6704,6,6698,1835,790,1019,689,351,223,1791,10055
Ohio,6485,0,6485,1637,553,1274,540,358,221,1903,11452
Wisconsin,6670,--    ,6670,1582,766,1244,413,521,252,1893,5514
,,,,,,,,,,,
Plains,6141,4,6138,1434,644,1168,480,561,191,1659,19688
Iowa,6245,16,6228,1431,835,1043,722,536,167,1495,2954
Kansas,5956,1,5955,1351,809,914,405,648,199,1628,2734
Minnesota,7082,--    ,7082,1623,592,1636,423,585,229,1995,5088
Missouri,5398,1,5397,1324,474,994,526,447,188,1445,5748
Nebraska,6167,10,6157,1481,747,1111,416,591,162,1649,1749
North Dakota,6450,--    ,6450,1382,884,1115,179,778,132,1981,645
South Dakota,5426,--    ,5426,1252,507,923,253,791,161,1539,770
,,,,,,,,,,,
Southeast,5750,0,5750,1283,549,1035,609,383,207,1684,73019
Alabama,5979,--    ,5979,1195,745,1021,1008,354,170,1486,4531
Arkansas,5311,0,5311,1243,605,1095,391,465,160,1351,2750
Florida,5772,--    ,5772,1228,388,931,504,404,288,2029,17415
Georgia,5726,--    ,5726,1537,511,978,584,278,190,1648,8769
Kentucky,5618,--    ,5618,1100,608,1271,373,469,144,1653,4146
Louisiana,5988,--    ,5988,1238,503,896,805,370,217,1959,4552
Mississippi,5959,--    ,5959,1179,662,1315,811,462,176,1354,2889
North Carolina,5686,--    ,5686,1174,789,1024,696,405,190,1408,8553
South Carolina,6106,--    ,6106,1416,552,1171,852,381,174,1562,4211
Tennessee,5375,--    ,5375,1146,452,1322,630,303,185,1337,5911
Virginia,5744,0,5744,1497,577,831,475,367,201,1795,7476
West Virginia,5843,5,5838,1326,566,1245,314,558,120,1709,1816
,,,,,,,,,,,
Southwest,5515,1,5514,1443,626,874,433,376,201,1561,33475
Arizona,5322,--    ,5322,1155,553,877,357,367,251,1762,5652
New Mexico,6630,--    ,6630,1491,826,1342,451,431,234,1855,1904
Oklahoma,5120,12,5109,1224,648,1001,370,367,165,1334,3525
Texas,5531,--    ,5531,1546,624,813,460,376,192,1521,22394
,,,,,,,,,,,
Rocky Mountain,6111,0,6111,1367,709,787,530,533,217,1967,9808
Colorado,6209,1,6209,1430,629,696,530,533,240,2151,4575
Idaho,5417,--    ,5417,1225,593,895,514,470,180,1539,1392
Montana,5964,--    ,5964,1314,637,834,381,671,180,1947,930
Utah,5791,0,5791,1248,929,836,418,414,196,1750,2402
Wyoming,8901,--    ,8901,1852,829,1002,1369,1022,271,2556,509
,,,,,,,,,,,
Far West [2],7179,72,7107,1587,630,1072,680,348,299,2492,47669
California,7420,96,7324,1657,620,1113,705,313,323,2593,35575
Nevada,5758,0,5758,1304,424,620,418,605,301,2087,2346
Oregon,6194,--    ,6194,1320,734,987,457,383,232,2081,3569
Washington,6900,2,6898,1444,710,1051,769,430,194,2301,6179
,,,,,,,,,,,
Alaska,12882,--    ,12882,2457,882,2085,366,1445,284,5364,659
Hawaii,6810,0,6810,1315,605,1074,529,276,207,2804,1274
